Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
miRTarBase_2017,hsa-miR-758-5p,2/63,0.0009986089739441929,0.2157800910380185,0,0,50.24968474148802,347.18247232150554,CREBRF;TSPAN1
miRTarBase_2017,hsa-miR-449b-3p,2/116,0.0033331863204364,0.2157800910380185,0,0,26.81646423751687,152.95646148610297,CREBRF;TSPAN1
miRTarBase_2017,hsa-miR-573,2/123,0.0037381253660131,0.2157800910380185,0,0,25.25619834710744,141.16121218646114,CD200R1;TSPAN1
miRTarBase_2017,hsa-miR-639,1/9,0.0067310464938694,0.2157800910380185,0,0,178.36607142857142,892.013120036697,CREBRF
miRTarBase_2017,hsa-miR-4736,2/171,0.0070928700589526,0.2157800910380185,0,0,18.039144287665,89.26968587265013,CREBRF;TSPAN1
miRTarBase_2017,mmu-miR-582-3p,1/10,0.0074763281564485,0.2157800910380185,0,0,158.53968253968253,776.212425317664,CREBRF
miRTarBase_2017,mmu-miR-877-5p,1/13,0.0097090442156726,0.2157800910380185,0,0,118.88690476190476,551.0048324972125,RND1
miRTarBase_2017,hsa-miR-195-5p,3/639,0.0110855280120328,0.2157800910380185,0,0,7.605738993710692,34.24191011915582,CCL4;SIRT4;CREBRF
miRTarBase_2017,mmu-miR-1197-3p,1/16,0.0119370735063595,0.2157800910380185,0,0,95.0952380952381,421.0918230074216,RND1
miRTarBase_2017,mmu-miR-1929-5p,1/18,0.01341982690512,0.2157800910380185,0,0,83.89915966386555,361.6911269349327,RND1
miRTarBase_2017,hsa-miR-15a-5p,3/716,0.01506880370391,0.2157800910380185,0,0,6.757363253856942,28.3480081990052,TSPYL2;SIRT4;CREBRF
miRTarBase_2017,mmu-miR-467f,2/265,0.016390828475332,0.2157800910380185,0,0,11.536706639368235,47.42778562701504,CD200R1;CREBRF
miRTarBase_2017,mmu-miR-207,1/24,0.0178556385652366,0.2157800910380185,0,0,61.993788819875775,249.55202523941097,CREBRF
miRTarBase_2017,hsa-miR-98-5p,3/785,0.0192549296968238,0.2157800910380185,0,0,6.139066496163683,24.249239991020406,DUSP1;INHBE;BIRC3
miRTarBase_2017,mmu-miR-669j,1/26,0.0193301017548387,0.2157800910380185,0,0,57.02857142857143,225.0399736139121,CD200R1
miRTarBase_2017,hsa-miR-323b-5p,1/26,0.0193301017548387,0.2157800910380185,0,0,57.02857142857143,225.0399736139121,CREBRF
miRTarBase_2017,mmu-miR-669i,1/26,0.0193301017548387,0.2157800910380185,0,0,57.02857142857143,225.0399736139121,CD200R1
miRTarBase_2017,mmu-miR-101a-3p,1/27,0.020066558464378,0.2157800910380185,0,0,54.832417582417584,214.3235039145759,DUSP1
miRTarBase_2017,hsa-miR-410-5p,1/27,0.020066558464378,0.2157800910380185,0,0,54.832417582417584,214.3235039145759,CREBRF
miRTarBase_2017,mmu-miR-448-3p,1/27,0.020066558464378,0.2157800910380185,0,0,54.832417582417584,214.3235039145759,CD200R1
miRTarBase_2017,hsa-miR-494-5p,1/28,0.0208024990214188,0.2157800910380185,0,0,52.7989417989418,204.47351966705395,CREBRF
miRTarBase_2017,mmu-miR-532-5p,1/28,0.0208024990214188,0.2157800910380185,0,0,52.7989417989418,204.47351966705395,RND1
miRTarBase_2017,hsa-miR-5687,1/30,0.0222728330244505,0.2157800910380185,0,0,49.15270935960592,186.9959576603662,CREBRF
miRTarBase_2017,mmu-miR-338-5p,1/33,0.024474471226601,0.2157800910380185,0,0,44.53794642857143,165.24133492847943,CREBRF
miRTarBase_2017,hsa-miR-4535,1/33,0.024474471226601,0.2157800910380185,0,0,44.53794642857143,165.24133492847943,CREBRF
miRTarBase_2017,hsa-miR-4776-5p,1/34,0.0252073218784412,0.2157800910380185,0,0,43.18614718614719,158.95183056590523,CREBRF
miRTarBase_2017,hsa-miR-4635,2/335,0.0254353398079933,0.2157800910380185,0,0,9.07923307923308,33.33545508936124,CD200R1;LPXN
miRTarBase_2017,hsa-miR-4256,1/35,0.0259396587086567,0.2157800910380185,0,0,41.91386554621849,153.06869330263612,CREBRF
miRTarBase_2017,mmu-miR-511-5p,1/36,0.0266714820499685,0.2157800910380185,0,0,40.71428571428572,147.55510087647235,RND1
miRTarBase_2017,hsa-miR-597-3p,1/37,0.0274027922368154,0.2157800910380185,0,0,39.58134920634921,142.37848146420913,DUSP1
miRTarBase_2017,mmu-miR-539-3p,1/37,0.0274027922368154,0.2157800910380185,0,0,39.58134920634921,142.37848146420913,CREBRF
miRTarBase_2017,hsa-miR-4750-3p,1/38,0.028133589600523,0.2157800910380185,0,0,38.50965250965251,137.5099227922053,CREBRF
miRTarBase_2017,mmu-miR-381-3p,1/38,0.028133589600523,0.2157800910380185,0,0,38.50965250965251,137.5099227922053,CREBRF
miRTarBase_2017,hsa-miR-182-3p,1/40,0.0295936471887674,0.2157800910380185,0,0,36.53113553113553,128.5967411966507,DUSP1
miRTarBase_2017,hsa-miR-218-1-3p,1/42,0.03105165746751,0.2157800910380185,0,0,34.745644599303134,120.6404600270104,DUSP1
miRTarBase_2017,hsa-miR-1246,1/43,0.0317798956959378,0.2157800910380185,0,0,33.916666666666664,116.97591748147126,CREBRF
miRTarBase_2017,hsa-miR-711,1/48,0.0354134310062899,0.2157800910380185,0,0,30.300911854103344,101.22516915069232,CREBRF
miRTarBase_2017,hsa-miR-136-3p,1/48,0.0354134310062899,0.2157800910380185,0,0,30.300911854103344,101.22516915069232,CREBRF
miRTarBase_2017,hsa-miR-1178-5p,1/49,0.0361386092201723,0.2157800910380185,0,0,29.668154761904763,98.50994756608031,CD200R1
miRTarBase_2017,hsa-miR-376a-2-5p,1/49,0.0361386092201723,0.2157800910380185,0,0,29.668154761904763,98.50994756608031,CREBRF
miRTarBase_2017,hsa-miR-152-5p,1/50,0.0368632785936063,0.2157800910380185,0,0,29.06122448979592,95.91771596133704,DUSP1
miRTarBase_2017,mmu-miR-466f-3p,2/426,0.0395764439647186,0.2157800910380185,0,0,7.097605224963716,22.921866451625096,CD200R1;CREBRF
miRTarBase_2017,hsa-miR-3137,1/54,0.0397568742449852,0.2157800910380185,0,0,26.862533692722373,86.63093286520242,CREBRF
miRTarBase_2017,hsa-miR-6772-3p,1/55,0.0404790043547981,0.2157800910380185,0,0,26.36375661375661,84.5478253280487,CREBRF
miRTarBase_2017,hsa-miR-3935,1/56,0.041200627604441,0.2157800910380185,0,0,25.883116883116884,82.54907099640234,CREBRF
miRTarBase_2017,hsa-miR-3074-3p,1/59,0.0433624594690451,0.2157800910380185,0,0,24.54064039408867,77.0124855419272,CREBRF
miRTarBase_2017,hsa-miR-1179,1/59,0.0433624594690451,0.2157800910380185,0,0,24.54064039408867,77.0124855419272,CREBRF
miRTarBase_2017,hsa-miR-103a-3p,2/452,0.0440656196848278,0.2157800910380185,0,0,6.678632478632479,20.851194164228552,SIRT4;CREBRF
miRTarBase_2017,hsa-miR-103b,1/61,0.0448011524424067,0.2157800910380185,0,0,23.72023809523809,73.66370739100482,TSPAN1
miRTarBase_2017,hsa-miR-138-1-3p,1/61,0.0448011524424067,0.2157800910380185,0,0,23.72023809523809,73.66370739100482,LPXN
miRTarBase_2017,hsa-miR-4752,1/62,0.0455197414373441,0.2157800910380185,0,0,23.330210772833723,72.08123312729496,CREBRF
miRTarBase_2017,hsa-miR-6740-3p,1/64,0.0469554060796374,0.2157800910380185,0,0,22.58730158730159,69.0845479012675,CREBRF
miRTarBase_2017,hsa-miR-15b-3p,1/66,0.0483890551226402,0.2157800910380185,0,0,21.89010989010989,66.29379556401673,SIRT4
miRTarBase_2017,hsa-miR-27b-5p,1/67,0.049105124607314,0.2157800910380185,0,0,21.557359307359302,64.96939440904092,CXCL1
miRTarBase_2017,hsa-miR-4313,1/67,0.049105124607314,0.2157800910380185,0,0,21.557359307359302,64.96939440904092,TSPAN1
miRTarBase_2017,hsa-miR-584-5p,1/67,0.049105124607314,0.2157800910380185,0,0,21.557359307359302,64.96939440904092,TSPAN1
miRTarBase_2017,hsa-miR-4678,1/67,0.049105124607314,0.2157800910380185,0,0,21.557359307359302,64.96939440904092,DUSP1
miRTarBase_2017,hsa-miR-659-3p,1/68,0.0498206911792053,0.2157800910380185,0,0,21.23454157782516,63.6892892034775,DUSP1
miRTarBase_2017,hsa-miR-155-3p,1/68,0.0498206911792053,0.2157800910380185,0,0,21.23454157782516,63.6892892034775,CREBRF
miRTarBase_2017,hsa-miR-6882-5p,1/69,0.0505357551625392,0.2157800910380185,0,0,20.92121848739496,62.4513889160488,CREBRF
miRTarBase_2017,hsa-miR-218-2-3p,1/71,0.0519643766701574,0.2157800910380185,0,0,20.321428571428573,60.09446474588032,TSPAN1
miRTarBase_2017,hsa-miR-5002-5p,1/72,0.0526779348512287,0.2157800910380185,0,0,20.03420523138833,58.9718571959067,DUSP1
miRTarBase_2017,hsa-miR-6830-5p,1/75,0.0548156030017759,0.2157800910380185,0,0,19.219111969111967,55.80808062680676,TSPAN1
miRTarBase_2017,hsa-miR-1911-3p,1/75,0.0548156030017759,0.2157800910380185,0,0,19.219111969111967,55.80808062680676,TSPAN1
miRTarBase_2017,hsa-miR-5006-5p,1/76,0.0555271580205681,0.2157800910380185,0,0,18.96190476190476,54.81664896212504,CREBRF
miRTarBase_2017,hsa-miR-4429,1/78,0.0569487684566197,0.2157800910380185,0,0,18.467532467532468,52.920620399451245,CREBRF
miRTarBase_2017,hsa-miR-4448,1/78,0.0569487684566197,0.2157800910380185,0,0,18.467532467532468,52.920620399451245,CREBRF
miRTarBase_2017,hsa-miR-4268,1/79,0.0576588245288115,0.2157800910380185,0,0,18.22985347985348,52.013636218945,CREBRF
miRTarBase_2017,hsa-miR-320d,1/79,0.0576588245288115,0.2157800910380185,0,0,18.22985347985348,52.013636218945,CREBRF
miRTarBase_2017,hsa-miR-34a-3p,1/81,0.0590774399971135,0.2157800910380185,0,0,17.772321428571427,50.27622944918878,TSPAN1
miRTarBase_2017,mmu-miR-466m-5p,1/83,0.0604940620743171,0.2157800910380185,0,0,17.337108013937282,48.63422992112451,CD200R1
miRTarBase_2017,mmu-miR-466j,1/83,0.0604940620743171,0.2157800910380185,0,0,17.337108013937282,48.63422992112451,CD200R1
miRTarBase_2017,mmu-miR-466h-5p,1/83,0.0604940620743171,0.2157800910380185,0,0,17.337108013937282,48.63422992112451,CD200R1
miRTarBase_2017,hsa-miR-5087,1/83,0.0604940620743171,0.2157800910380185,0,0,17.337108013937282,48.63422992112451,TSPAN1
miRTarBase_2017,mmu-miR-669m-5p,1/83,0.0604940620743171,0.2157800910380185,0,0,17.337108013937282,48.63422992112451,CD200R1
miRTarBase_2017,hsa-miR-3686,1/84,0.0612016264045237,0.2157800910380185,0,0,17.12736660929432,47.84669475315345,CREBRF
miRTarBase_2017,hsa-miR-6074,1/84,0.0612016264045237,0.2157800910380185,0,0,17.12736660929432,47.84669475315345,CREBRF
miRTarBase_2017,hsa-miR-3182,1/84,0.0612016264045237,0.2157800910380185,0,0,17.12736660929432,47.84669475315345,CREBRF
miRTarBase_2017,hsa-miR-365b-3p,1/87,0.0633213364672898,0.2157800910380185,0,0,16.527408637873755,45.60792850994067,TSPAN1
miRTarBase_2017,hsa-miR-613,1/87,0.0633213364672898,0.2157800910380185,0,0,16.527408637873755,45.60792850994067,TSPAN1
miRTarBase_2017,hsa-miR-22-5p,1/87,0.0633213364672898,0.2157800910380185,0,0,16.527408637873755,45.60792850994067,DUSP1
miRTarBase_2017,hsa-miR-4272,1/87,0.0633213364672898,0.2157800910380185,0,0,16.527408637873755,45.60792850994067,CREBRF
miRTarBase_2017,hsa-miR-6833-5p,1/91,0.0661406684477663,0.2157800910380185,0,0,15.78968253968254,42.884327217943145,CREBRF
miRTarBase_2017,hsa-miR-4742-5p,1/91,0.0661406684477663,0.2157800910380185,0,0,15.78968253968254,42.884327217943145,TSPAN1
miRTarBase_2017,hsa-miR-4799-5p,1/94,0.0682499676931499,0.2157800910380185,0,0,15.278033794162829,41.01507826972229,CREBRF
miRTarBase_2017,hsa-miR-20b-3p,1/95,0.0689520787299208,0.2157800910380185,0,0,15.114741641337384,40.422011468219154,CREBRF
miRTarBase_2017,hsa-miR-4773,1/95,0.0689520787299208,0.2157800910380185,0,0,15.114741641337384,40.422011468219154,CREBRF
miRTarBase_2017,hsa-miR-374c-5p,1/95,0.0689520787299208,0.2157800910380185,0,0,15.114741641337384,40.422011468219154,CREBRF
miRTarBase_2017,hsa-miR-320a,2/584,0.0695456896979413,0.2157800910380185,0,0,5.128998149616707,13.672736253143745,TSPYL2;CREBRF
miRTarBase_2017,hsa-miR-374b-3p,1/97,0.070354819690786,0.2157800910380185,0,0,14.798363095238097,39.27787433724205,CREBRF
miRTarBase_2017,hsa-miR-5685,1/98,0.0710554502653649,0.2157800910380185,0,0,14.645066273932253,38.72587137976069,CREBRF
miRTarBase_2017,hsa-miR-8066,1/98,0.0710554502653649,0.2157800910380185,0,0,14.645066273932253,38.72587137976069,CREBRF
miRTarBase_2017,hsa-miR-4690-3p,1/99,0.0717555879791134,0.2157800910380185,0,0,14.494897959183673,38.18665714573386,CREBRF
miRTarBase_2017,hsa-miR-7853-5p,1/101,0.073154386171474,0.2157800910380185,0,0,14.20357142857143,37.14494126610284,TSPAN1
miRTarBase_2017,hsa-miR-3617-5p,1/101,0.073154386171474,0.2157800910380185,0,0,14.20357142857143,37.14494126610284,CREBRF
miRTarBase_2017,hsa-let-7c-3p,1/101,0.073154386171474,0.2157800910380185,0,0,14.20357142857143,37.14494126610284,CREBRF
miRTarBase_2017,hsa-miR-655-3p,1/101,0.073154386171474,0.2157800910380185,0,0,14.20357142857143,37.14494126610284,CREBRF
miRTarBase_2017,hsa-miR-8068,1/102,0.0738530472723681,0.2157800910380185,0,0,14.062234794908065,36.6416559464346,TSPAN1
miRTarBase_2017,hsa-miR-657,1/102,0.0738530472723681,0.2157800910380185,0,0,14.062234794908065,36.6416559464346,TSPAN1
miRTarBase_2017,hsa-miR-3685,1/102,0.0738530472723681,0.2157800910380185,0,0,14.062234794908065,36.6416559464346,CREBRF
miRTarBase_2017,mmu-miR-759,1/103,0.074551216817689,0.2157800910380185,0,0,13.923669467787114,36.14959023219432,RND1
miRTarBase_2017,hsa-miR-4733-3p,1/103,0.074551216817689,0.2157800910380185,0,0,13.923669467787114,36.14959023219432,TSPAN1
miRTarBase_2017,hsa-miR-641,1/103,0.074551216817689,0.2157800910380185,0,0,13.923669467787114,36.14959023219432,CREBRF
miRTarBase_2017,hsa-miR-329-5p,1/103,0.074551216817689,0.2157800910380185,0,0,13.923669467787114,36.14959023219432,CREBRF
miRTarBase_2017,hsa-miR-338-5p,1/105,0.0759460825081513,0.2157800910380185,0,0,13.654532967032967,35.1977215377034,CREBRF
miRTarBase_2017,hsa-miR-9-3p,1/105,0.0759460825081513,0.2157800910380185,0,0,13.654532967032967,35.1977215377034,CREBRF
miRTarBase_2017,hsa-miR-4666a-3p,1/107,0.0773389858025288,0.2157800910380185,0,0,13.3955525606469,34.28668175050354,CREBRF
miRTarBase_2017,hsa-miR-105-5p,1/107,0.0773389858025288,0.2157800910380185,0,0,13.3955525606469,34.28668175050354,TSPAN1
miRTarBase_2017,mmu-miR-466n-5p,1/107,0.0773389858025288,0.2157800910380185,0,0,13.3955525606469,34.28668175050354,CD200R1
miRTarBase_2017,hsa-miR-320c,1/108,0.07803470234836,0.2157800910380185,0,0,13.269692923898532,33.84570065779822,CREBRF
miRTarBase_2017,hsa-miR-1277-5p,2/624,0.0780590248801754,0.2157800910380185,0,0,4.789265396982438,12.21401569349792,CREBRF;TSPAN1
miRTarBase_2017,hsa-miR-4776-3p,1/109,0.0787299292522779,0.2157800910380185,0,0,13.14616402116402,33.41402446045909,DUSP1
miRTarBase_2017,hsa-miR-100-3p,1/110,0.0794246668384852,0.2157800910380185,0,0,13.024901703800786,32.99137649388919,CREBRF
miRTarBase_2017,hsa-miR-1264,1/110,0.0794246668384852,0.2157800910380185,0,0,13.024901703800786,32.99137649388919,CD200R1
miRTarBase_2017,hsa-miR-383-5p,1/111,0.080118915428102,0.2157800910380185,0,0,12.905844155844155,32.577490707306566,CREBRF
miRTarBase_2017,hsa-miR-1184,1/111,0.080118915428102,0.2157800910380185,0,0,12.905844155844155,32.577490707306566,CREBRF
miRTarBase_2017,hsa-let-7f-1-3p,1/114,0.0821987304109565,0.2157800910380185,0,0,12.561314791403287,31.38589486042515,CREBRF
miRTarBase_2017,hsa-miR-224-3p,1/114,0.0821987304109565,0.2157800910380185,0,0,12.561314791403287,31.38589486042515,CREBRF
miRTarBase_2017,hsa-miR-98-3p,1/114,0.0821987304109565,0.2157800910380185,0,0,12.561314791403287,31.38589486042515,CREBRF
miRTarBase_2017,hsa-miR-522-3p,1/115,0.0828910261907882,0.2157800910380185,0,0,12.450501253132831,31.004592702550895,CREBRF
miRTarBase_2017,hsa-miR-190a-3p,2/648,0.0833240264050446,0.2157800910380185,0,0,4.605620385806144,11.445051121958109,CREBRF;TSPAN1
miRTarBase_2017,hsa-let-7b-3p,1/116,0.0835828345806861,0.2157800910380185,0,0,12.341614906832298,30.630865177076565,CREBRF
miRTarBase_2017,hsa-miR-5011-5p,2/653,0.0844350962560636,0.2157800910380185,0,0,4.569065343258892,11.293688381998052,CREBRF;TSPAN1
miRTarBase_2017,hsa-miR-300,1/118,0.08496499041437,0.2157800910380185,0,0,12.129426129426127,29.905294008728564,CREBRF
miRTarBase_2017,hsa-miR-3616-5p,1/119,0.0856553385007923,0.2157800910380185,0,0,12.026029055690072,29.553049141820058,CD200R1
miRTarBase_2017,hsa-miR-4694-3p,1/120,0.0863452004508286,0.2157800910380185,0,0,11.92436974789916,29.2075758060758,CREBRF
miRTarBase_2017,hsa-miR-3910,1/121,0.0870345765895788,0.2157800910380185,0,0,11.824404761904765,28.868690726427467,CREBRF
miRTarBase_2017,hsa-miR-206,1/122,0.0877234672370069,0.2157800910380185,0,0,11.726092089728454,28.53621702932384,TSPAN1
miRTarBase_2017,hsa-miR-5694,1/122,0.0877234672370069,0.2157800910380185,0,0,11.726092089728454,28.53621702932384,CREBRF
miRTarBase_2017,hsa-miR-3928-3p,1/123,0.0884118727126009,0.2157800910380185,0,0,11.629391100702575,28.209983968658342,TSPAN1
miRTarBase_2017,hsa-let-7a-3p,1/123,0.0884118727126009,0.2157800910380185,0,0,11.629391100702575,28.209983968658342,CREBRF
miRTarBase_2017,mmu-miR-3065-5p,1/123,0.0884118727126009,0.2157800910380185,0,0,11.629391100702575,28.209983968658342,RND1
miRTarBase_2017,hsa-miR-365a-3p,1/124,0.0890997933217558,0.2157800910380185,0,0,11.534262485481998,27.889826667906146,TSPAN1
miRTarBase_2017,hsa-miR-124-3p,3/1445,0.0891984832276026,0.2157800910380185,0,0,3.2148058252427183,7.769836049275044,PLA2G4C;CREBRF;CXCL1
miRTarBase_2017,hsa-miR-192-3p,1/126,0.0904741812331325,0.2157800910380185,0,0,11.348571428571429,27.26710770178677,DUSP1
miRTarBase_2017,hsa-miR-4495,1/127,0.0911606491646467,0.2157800910380185,0,0,11.257936507936508,26.96424346033221,TSPAN1
miRTarBase_2017,hsa-miR-6515-5p,1/128,0.0918466335076922,0.2157800910380185,0,0,11.16872890888639,26.66684938927765,CD200R1
miRTarBase_2017,hsa-miR-506-3p,1/129,0.0925321345681363,0.2157800910380185,0,0,11.080915178571429,26.374786485539133,CREBRF
miRTarBase_2017,hsa-miR-577,1/129,0.0925321345681363,0.2157800910380185,0,0,11.080915178571429,26.374786485539133,CREBRF
miRTarBase_2017,hsa-miR-3915,1/130,0.0932171526702975,0.2157800910380185,0,0,10.994462901439643,26.08792030190406,TSPAN1
miRTarBase_2017,mmu-miR-466e-5p,1/134,0.095952401769667,0.2157800910380185,0,0,10.661654135338344,24.98988338327296,CD200R1
miRTarBase_2017,mmu-miR-466p-5p,1/134,0.095952401769667,0.2157800910380185,0,0,10.661654135338344,24.98988338327296,CD200R1
miRTarBase_2017,mmu-miR-466a-5p,1/134,0.095952401769667,0.2157800910380185,0,0,10.661654135338344,24.98988338327296,CD200R1
miRTarBase_2017,mmu-miR-1187,1/134,0.095952401769667,0.2157800910380185,0,0,10.661654135338344,24.98988338327296,CD200R1
miRTarBase_2017,hsa-miR-512-5p,1/136,0.0973171367625591,0.2157800910380185,0,0,10.502645502645503,24.46885535434124,LPXN
miRTarBase_2017,hsa-miR-7150,1/136,0.0973171367625591,0.2157800910380185,0,0,10.502645502645503,24.46885535434124,CREBRF
miRTarBase_2017,hsa-miR-381-3p,1/136,0.0973171367625591,0.2157800910380185,0,0,10.502645502645503,24.46885535434124,CREBRF
miRTarBase_2017,hsa-miR-940,2/711,0.0976619372282163,0.2157800910380185,0,0,4.182705869588803,9.72999185672598,DUSP1;LPXN
miRTarBase_2017,mmu-miR-139-5p,1/143,0.1020785820114489,0.2196535986278111,0,0,9.98138832997988,22.77765144350997,RND1
miRTarBase_2017,hsa-miR-1237-3p,1/144,0.1027568717421913,0.2196535986278111,0,0,9.91108891108891,22.55158813317602,CREBRF
miRTarBase_2017,hsa-miR-320b,1/145,0.1034346832328685,0.2196535986278111,0,0,9.841765873015872,22.32914550150232,CREBRF
miRTarBase_2017,hsa-miR-4645-5p,1/145,0.1034346832328685,0.2196535986278111,0,0,9.841765873015872,22.32914550150232,TSPAN1
miRTarBase_2017,mmu-miR-292a-5p,1/146,0.1041120167975172,0.2196535986278111,0,0,9.773399014778326,22.11024208758202,RND1
miRTarBase_2017,mmu-miR-290a-5p,1/146,0.1041120167975172,0.2196535986278111,0,0,9.773399014778326,22.11024208758202,RND1
miRTarBase_2017,hsa-miR-4673,1/147,0.1047888727398731,0.2196535986278111,0,0,9.7059686888454,21.894798796311715,TSPAN1
miRTarBase_2017,hsa-miR-3679-3p,1/147,0.1047888727398731,0.2196535986278111,0,0,9.7059686888454,21.894798796311715,CREBRF
miRTarBase_2017,hsa-miR-147a,1/149,0.1061411530269663,0.219671879998848,0,0,9.5738416988417,21.47398751982091,CREBRF
miRTarBase_2017,hsa-miR-510-5p,1/149,0.1061411530269663,0.219671879998848,0,0,9.5738416988417,21.47398751982091,LPXN
miRTarBase_2017,hsa-miR-6793-3p,1/151,0.1074915266146443,0.2210674792640798,0,0,9.445238095238096,21.066123093738533,TSPAN1
miRTarBase_2017,hsa-miR-15b-5p,2/759,0.1090464626629512,0.2228637080674065,0,0,3.9077329539680927,8.659462856800205,SIRT4;CREBRF
miRTarBase_2017,hsa-miR-1252-3p,1/156,0.1108591350543099,0.2237712170540701,0,0,9.138248847926269,20.099532075567456,TSPAN1
miRTarBase_2017,hsa-miR-3190-3p,1/156,0.1108591350543099,0.2237712170540701,0,0,9.138248847926269,20.099532075567456,CREBRF
